MainBusiness,SafeValue,ShineValue,ShapeValue,TPFlag,ZTPrice,DTPrice,HqDate,fHSL,fLianB,Wtb,Zsz,Ltsz,vzangsu,Fzhsl,FzAmo,VOpenZAF,ZAF,ZAFYesterday,ZAFPre2D,ZAFPre5,ZAFPre10,ZAFPre20,ZAFPre30,ZAFPre60,ZAFYear,ZAFPreMyMonth,ZAFPreOneYear,Zjl,Zjl_HB,TotalBVol,TotalSVol,BCancel,SCancel,L2TicNum,L2OrderNum,FCAmo,FCb,OpenZAF,OpenAmo,OpenZTBuy,OpenAmoPre1,OpenVolPre1,CJJEPre1,CJJEPre3,FDEPre1,FDEPre2,ZTGPNum,LastStartZT,LastZTHzNum,EverZTCount,ConZAFDateNum,YearZTDay,MA5Value,HisHigh,HisLow,IPO_Price,More_YJL,BetaValue,DynaPE,MorePE,StaticPE_TTM,DYRatio,PB_MRQ,IsT0Fund,IsZCZGP,IsKzz,Kzz_HSCode,QHMainYYMM,FreeLtgb,Yield,KfEarnMoney,RDInputFee,CashZJ,PreReceiveZJ,OtherQYJzc,StaffNum,RecentGGJYDate,RecentHGDate,RecentIncentDate,NoticeDate_Recent,RecentReleaseDate,RecentDZDate,ReportDate,ZTDate_Recent,DTDate_Recent,TopDate_Recent,StopJYDate_Recent,code,stock_type,fetch_time
季戊四醇系列产品,65,0,10113,0,7.79,6.37,20260622,2.37,0.75,-40.28,77.67,51.38,1.95,0.15,120.93,0.00,2.40,-4.71,-4.38,-10.93,-3.47,-16.57,-32.87,-18.72,-26.99,-6.81,-51.22,1680.14,-321.17,11927.00,29657.00,104056.00,110050.00,16479,29335,0.00,0.00,1.98,676500.00,0.00,25.12,339.00,14943.32,41197.26,0.00,0.00,0,1,0,0,1,5,7.50,18.96,7.03,38.00,0.00,1.65,104.98,149.57,136.79,0.00,55.77,0,0,0,0,0,44872.67,67.65,1959.56,298.24,21763.49,2811.77,0.00,778,0,0,0,0,20240923,0,20260425,20260507,20260303,20251107,0,600610.SH,stock,2026-06-22 22:02:22
交通运输业,88,2,70709,0,4.76,3.90,20260622,2.88,0.72,25.05,100.95,66.75,2.05,0.17,345.02,-0.22,-1.39,-3.56,2.98,2.15,-0.47,-30.34,-8.76,-8.96,-21.80,-9.73,-29.66,-2310.39,-1266.35,56618.00,106128.00,220278.00,198999.00,24004,35202,0.00,0.00,0.00,1028800.00,0.00,412.28,9370.00,21770.53,81816.24,0.00,0.00,0,1,0,0,-2,5,4.34,6.98,4.04,49.00,0.00,1.49,-15.18,141.39,-177.26,0.92,1.05,0,0,0,0,0,109013.03,102.88,-4165.06,1028.74,179194.66,54832.02,0.00,3333,0,20240329,0,0,20100719,0,20260430,20260609,20250407,20260609,0,600611.SH,stock,2026-06-22 22:02:22
珠宝首饰,92,5,130913,0,37.87,30.99,20260622,0.38,1.01,65.85,178.96,108.48,0.98,0.03,21.21,0.00,-0.64,-1.26,-1.22,-3.31,-4.07,-6.91,-12.84,-14.04,-23.07,-4.84,-31.23,410.99,-375.43,944.00,2955.00,7927.00,9152.00,4911,13083,0.00,0.00,-0.03,117000.00,0.00,4.86,14.00,3342.50,10549.72,0.00,0.00,0,1,0,0,-4,0,34.91,57.39,33.40,40.00,0.00,0.62,8.18,10.26,10.66,4.79,1.30,0,0,0,0,0,9693.78,11.70,65372.63,430.32,1100217.86,19014.39,0.00,2985,0,0,0,0,20130923,20100921,20260424,20250528,20200203,20241030,0,600612.SH,stock,2026-06-22 22:02:22
"抗肿瘤药系列,其他特色产品系列",93,0,10704,0,5.20,4.26,20260622,1.57,1.48,54.62,25.31,22.72,1.20,0.07,18.58,0.00,0.21,-0.21,-1.86,-2.87,-4.63,-11.56,-17.71,-11.89,-21.00,-6.69,-25.23,184.54,-258.57,7951.00,5057.00,38191.00,36012.00,8615,13552,0.00,0.00,0.21,61100.00,0.00,6.54,138.00,1944.37,7715.23,0.00,0.00,0,1,0,0,1,0,4.78,7.46,4.52,72.00,0.00,0.97,49.12,66.05,69.91,1.48,1.09,0,0,0,0,0,26211.54,6.11,1267.72,703.87,48237.03,4764.81,0.00,1196,0,0,0,0,20160627,20130708,20260429,20241028,20250407,20241029,0,600613.SH,stock,2026-06-22 22:02:22
农机、通机、园林机械产品,80,0,70101,0,11.63,9.51,20260622,2.94,0.85,14.41,23.40,23.36,2.85,0.24,199.52,0.00,-1.89,-4.26,9.96,10.91,3.70,-13.87,-13.15,-3.08,-7.25,0.58,-2.72,-714.93,-432.59,3995.00,3902.00,29727.00,28168.00,9837,14502,0.00,0.00,-0.47,1972500.00,0.00,368.74,3322.00,9549.16,31520.01,0.00,159.09,0,4,2,0,-2,3,10.23,15.12,8.90,55.00,0.00,1.39,-139.94,-532.88,-171.63,0.00,3.24,0,0,0,0,0,15760.12,197.25,-480.12,720.82,18805.00,2835.22,0.00,657,0,0,0,0,20251118,0,20260425,20260617,20250428,20260617,0,600615.SH,stock,2026-06-22 22:02:22
中高档,92,3,10913,0,4.50,3.68,20260622,1.26,1.31,-44.11,27.30,27.30,1.68,0.07,14.65,0.00,-0.24,-1.21,-2.59,-4.22,-7.49,-12.26,-17.91,-12.82,-23.88,-9.53,-26.62,218.87,-85.72,6520.00,10246.00,56067.00,56147.00,6623,11195,0.00,0.00,-0.73,27200.00,0.00,9.33,226.00,2654.01,9410.38,0.00,0.00,0,1,0,0,-4,0,4.17,6.23,3.94,58.00,0.00,1.22,563.40,1341.06,6652.13,1.22,1.41,0,0,0,0,0,42471.30,2.72,77.18,262.92,90576.96,7452.93,0.00,659,0,0,0,0,20170317,20140307,20260430,20250527,20240205,20241213,0,600616.SH,stock,2026-06-22 22:02:22
天然气及煤层气,68,1,90101,0,3.21,2.63,20260622,1.46,0.88,-20.06,55.95,51.49,1.21,0.09,89.87,0.00,-0.68,-2.67,-0.99,-7.35,-16.66,-19.45,-18.31,-29.44,-7.65,-13.17,-0.35,-87.92,-123.05,29690.00,31850.00,176768.00,142901.00,16232,24600,0.00,0.00,-0.68,231100.00,0.00,80.36,2661.00,7675.71,23917.60,0.00,0.00,0,1,0,0,-5,9,2.99,4.83,2.67,55.80,0.00,0.58,11.13,-19.80,-20.46,0.00,1.75,0,0,0,0,0,69769.04,23.11,3740.63,362.79,204220.47,72078.05,79788.68,5785,0,0,0,0,20240311,20210304,20260430,20260601,20251022,20260320,0,600617.SH,stock,2026-06-22 22:02:22
烧碱,100,0,10110,0,11.39,9.32,20260622,2.08,1.12,-24.29,126.86,82.26,1.51,0.23,219.18,0.00,5.99,-3.00,-2.47,3.39,6.82,-3.01,-11.32,-12.45,-7.66,5.59,16.58,2126.48,-437.92,6952.00,10870.00,103413.00,68478.00,23982,41929,0.00,0.00,-0.48,325500.00,0.00,17.51,165.00,10380.45,37039.37,0.00,0.00,0,1,0,0,1,4,10.77,18.19,8.94,54.00,0.00,0.61,15.41,13.87,14.30,2.32,1.33,0,0,0,0,0,21103.43,32.55,20077.22,7382.16,217137.54,15584.66,0.00,1353,0,0,0,0,20090112,0,20260429,20260106,20260202,20260130,0,600618.SH,stock,2026-06-22 22:02:22
压缩机及相关制冷设备,89,3,40910,0,16.15,13.21,20260622,2.39,0.88,-8.62,156.49,115.06,0.89,0.07,215.35,0.00,-0.68,-1.41,-1.65,-2.15,-2.54,-21.23,-19.40,-9.16,-30.90,-4.51,36.01,-2139.90,-3233.73,11738.00,33223.00,103801.00,79773.00,32929,51873,0.00,0.00,1.36,1294600.13,0.00,76.52,517.00,25806.51,80980.21,0.00,0.00,0,1,0,0,-4,13,14.89,28.50,10.23,48.00,0.00,1.33,54.02,219.39,122.15,0.19,2.54,0,0,0,0,0,52667.90,129.46,8029.69,31458.24,303955.28,145193.98,0.00,10238,0,0,0,0,20230130,20210721,20260430,20260409,20250909,20250923,0,600619.SH,stock,2026-06-22 22:02:22
房地产销售,75,1,90904,0,4.69,3.83,20260622,1.12,1.09,-51.30,29.46,29.46,1.41,0.08,36.12,0.00,0.70,0.00,-2.29,-5.30,-8.91,-16.04,-23.53,-26.92,-34.00,-10.25,-18.29,239.01,-96.60,3292.00,6985.00,70743.00,44660.00,10280,19184,0.00,0.00,-0.70,274500.00,0.00,22.58,524.00,2612.55,8802.13,0.00,0.00,0,1,0,0,1,5,4.31,8.41,4.10,50.00,0.00,1.10,-77.00,154.14,479.29,0.23,2.07,0,0,0,0,0,27020.61,27.45,-901.67,22.34,22147.68,57568.06,0.00,106,0,0,0,0,20090401,0,20260430,20260106,20250722,20260430,0,600620.SH,stock,2026-06-22 22:02:22
经纪业务,95,2,130704,0,14.01,11.47,20260622,2.39,1.57,21.19,143.12,143.12,1.28,0.14,462.98,0.00,5.89,-3.04,1.47,8.70,8.09,-1.31,-5.73,-5.67,-11.48,2.58,-8.61,2353.58,2950.45,12020.00,26151.00,110088.00,81885.00,28370,37372,0.00,0.00,-0.47,456500.00,0.00,456.65,3470.00,17974.00,83533.80,0.00,0.00,0,1,0,0,1,0,13.02,19.26,11.91,42.00,0.00,1.48,23.04,21.26,20.68,1.41,1.53,0,0,0,0,0,47468.34,45.65,13184.56,0.00,1963776.82,320.74,0.00,1895,0,0,0,0,20200515,20170515,20260428,20241008,20250407,20240125,0,600621.SH,stock,2026-06-22 22:02:22
"不动产资管,不动产租赁",68,1,40909,0,2.32,1.90,20260622,1.49,0.88,-17.55,31.79,31.79,1.34,0.07,50.90,0.00,0.47,-0.94,-4.05,-7.83,-15.54,-15.20,-20.30,-14.52,-25.87,-20.60,-23.47,-12.12,-312.66,34945.00,48129.00,196113.00,120852.00,7545,13069,0.00,0.00,0.00,82000.00,0.00,51.94,2450.00,4653.80,15348.48,0.00,0.00,0,1,0,0,1,5,2.17,3.64,2.03,50.00,0.00,1.00,-7.12,-2.27,-2.29,0.00,1.59,0,0,0,0,0,85853.95,8.20,-11580.55,0.00,164246.82,5459.55,0.00,785,0,0,0,0,20190211,20160203,20260430,20260529,20250428,20250714,0,600622.SH,stock,2026-06-22 22:02:22
"全钢丝载重子午线轮胎,丙烯及下游产品",90,2,10110,0,9.57,7.83,20260622,1.20,1.02,-56.79,185.32,163.78,1.04,0.08,195.19,0.00,0.34,3.57,-2.44,0.81,3.32,-8.50,-11.19,-13.48,13.23,-0.12,18.46,1491.59,-615.40,7668.00,20515.00,105827.00,109024.00,28653,43495,0.00,0.00,-0.23,1619000.00,0.00,33.24,399.00,30959.14,60100.26,0.00,0.00,0,1,0,0,2,2,8.63,12.26,6.95,68.00,0.00,0.33,27.60,33.29,32.68,1.26,0.82,0,0,0,0,0,64998.70,161.90,19623.94,28435.51,1495285.86,100281.40,0.00,13144,0,0,0,0,20260401,20151204,20260428,20260428,20251022,20251022,0,600623.SH,stock,2026-06-22 22:02:22
消化系统药品,27,0,90909,0,4.05,3.67,20260622,0.96,1.34,-12.28,25.48,25.48,0.75,0.02,22.65,0.00,-2.85,-2.03,0.77,-6.95,-6.72,-17.76,-19.36,-17.40,-29.11,-10.72,-46.89,-628.83,-45.56,5231.00,14250.00,18365.00,39306.00,2121,2878,0.00,0.00,-1.55,85900.00,0.00,4.37,112.00,1502.10,5426.06,0.00,0.00,0,1,0,0,-2,6,3.88,7.85,3.67,52.00,0.00,0.96,-58.24,-13.27,-13.09,0.00,5.99,0,0,0,0,0,48180.18,8.59,-1213.06,479.15,14574.17,280.52,0.00,1355,0,0,0,0,20170804,20140724,20260430,20260430,20260323,20251103,0,600624.SH,stock,2026-06-22 22:02:22
成型地毯及周边产品,82,1,40910,0,3.78,3.10,20260622,1.44,1.42,-19.45,46.49,39.00,1.24,0.07,24.57,0.00,2.33,1.18,-1.16,1.45,-0.56,-14.35,-12.65,-11.33,-27.12,-4.35,1.73,602.81,163.15,10325.00,16084.00,88986.00,60847.00,11117,15497,0.00,0.00,0.29,183200.00,0.00,48.80,1427.00,4040.91,12966.48,0.00,0.00,0,1,0,0,2,6,3.46,5.86,3.29,30.00,0.00,1.42,-97.55,1126.95,102.27,0.29,1.45,0,0,0,0,0,58746.43,18.32,-1460.20,2614.76,199299.42,41177.12,0.00,6207,0,0,0,0,20250205,20230727,20260430,20260519,20250407,20251231,0,600626.SH,stock,2026-06-22 22:02:22
医药销售,100,3,90904,0,6.52,5.34,20260622,0.93,1.09,-64.72,38.42,38.42,0.62,0.02,15.62,0.00,0.17,-1.33,-1.64,-3.57,-5.11,-8.34,-16.81,-15.27,-24.42,-7.47,-17.15,-230.19,81.00,3662.00,6760.00,43937.00,30993.00,7401,11496,0.00,0.00,-0.51,39500.00,0.00,14.17,237.00,3405.81,10201.12,0.00,0.00,0,1,0,0,1,1,6.02,9.77,5.75,88.00,0.00,1.09,42.85,57.55,53.28,0.67,0.90,0,0,0,0,0,36065.80,3.95,939.88,0.00,169563.06,3515.57,0.00,1144,0,0,0,0,20190920,20160914,20260430,20251218,20250407,20241219,0,600628.SH,stock,2026-06-22 22:02:22
工程设计,67,3,70110,0,17.69,14.47,20260622,1.92,0.64,-22.79,156.28,156.28,1.07,0.09,266.50,0.00,1.43,-4.96,-2.14,2.52,1.55,-17.67,-24.70,-15.45,-24.84,-7.60,89.43,982.77,-1085.27,10125.00,15030.00,96118.00,74556.00,25934,40174,0.00,0.00,-1.12,1211600.00,0.00,379.57,2246.00,35282.44,122187.51,0.00,0.00,0,1,0,0,1,20,16.61,40.93,8.02,22.00,0.00,1.39,951.59,215.11,991.00,0.14,3.00,0,0,0,0,0,47213.79,121.16,-805.22,3330.48,199712.49,99611.16,0.00,9311,0,0,0,0,20260430,20220421,20260430,20260409,20251024,20260409,0,600629.SH,stock,2026-06-22 22:02:22
针织服装,98,0,61101,0,9.32,7.62,20260622,10.00,1.30,-19.00,38.83,38.83,1.01,0.30,415.78,0.58,7.91,-4.40,-2.32,2.92,8.81,13.40,10.52,22.20,1.22,18.55,14.26,-1296.32,-458.47,34709.00,34545.00,175350.00,203618.00,54108,65647,0.00,0.00,2.01,5332600.00,0.00,216.01,2438.00,31112.77,97111.01,0.00,0.00,0,1,0,0,1,0,8.92,11.28,7.43,38.00,0.00,1.18,39.23,76.48,67.08,0.46,4.77,0,0,0,0,0,29705.04,533.26,2468.37,417.27,40472.11,10126.76,0.00,1362,0,0,0,0,20090216,0,20260429,20241218,20250407,20240527,0,600630.SH,stock,2026-06-22 22:02:22
数字文化,85,5,40910,0,12.01,9.83,20260622,1.88,1.36,-9.03,140.38,140.38,1.14,0.09,323.47,0.09,1.37,1.58,-1.83,2.98,-4.49,-12.77,-19.61,-5.78,-12.77,-7.98,-15.11,634.29,-1715.73,13868.00,20677.00,104099.00,89383.00,23491,37534,0.00,0.00,-0.92,1190200.00,0.00,227.26,2123.00,20683.21,62762.20,0.00,0.00,0,1,0,0,2,2,10.93,17.62,10.55,56.60,0.00,1.76,21.93,24.18,23.51,2.29,1.35,0,0,0,0,0,65075.98,119.02,9089.87,6647.65,112701.89,28389.78,0.00,1711,0,0,0,0,20191216,20161216,20260429,20260424,20260427,20260113,0,600633.SH,stock,2026-06-22 22:02:22
燃气,95,2,70910,0,5.06,4.14,20260622,1.75,1.25,-24.16,110.54,110.54,0.86,0.04,135.45,0.00,-0.65,-1.29,-2.51,-4.40,-8.78,-18.97,-15.06,-21.48,-30.12,-12.95,19.32,871.14,-489.14,32238.00,86863.00,261326.00,219102.00,22604,42253,0.00,0.00,-0.43,537200.00,0.00,79.05,1700.00,14239.84,50796.19,0.00,0.00,0,1,0,0,-4,12,4.69,8.40,3.73,3.50,0.00,0.77,66.37,32.71,49.95,1.09,1.52,0,0,0,0,0,176981.52,53.72,8079.13,23.11,330537.16,81924.08,0.00,2721,0,0,0,0,20090417,0,20260430,20260526,20250926,20260526,0,600635.SH,stock,2026-06-22 22:02:22
教育信息化,1,0,90909,0,2.02,1.66,20260622,4.04,1.46,33.85,7.50,7.50,3.43,0.47,140.53,0.00,-7.07,-0.54,2.21,4.27,-10.47,-62.08,-62.08,-77.20,-80.33,-62.08,-79.00,0.00,0.00,19952.00,33591.00,84606.00,101853.00,2551,3740,0.00,0.00,1.63,616500.00,0.00,121.19,6551.00,2706.40,8078.37,0.00,0.00,0,5,1,0,-2,3,1.80,9.68,1.50,34.00,0.00,1.83,-8.64,-3.23,-3.06,0.54,0.43,0,0,0,0,0,25492.69,61.65,-2529.33,1122.11,69631.53,3744.57,0.00,518,0,20260506,0,0,20180720,20150706,20260430,20260615,20260610,20260618,20260430,600636.SH,stock,2026-06-22 22:02:22
"文化消费业务:文旅业务,智慧广电业务:智慧广电5G业务",93,4,100110,0,9.77,7.99,20260622,1.53,1.14,-22.18,296.52,296.52,1.17,0.07,474.08,0.00,-0.68,0.79,0.00,2.56,-3.61,-15.20,-16.95,-5.17,-10.46,-9.36,23.53,-2205.11,-2812.83,22474.00,53119.00,198615.00,182976.00,35394,48582,0.00,0.00,-0.79,2578000.00,0.00,147.02,1676.00,34906.67,109702.18,0.00,0.00,0,1,0,0,-1,9,8.79,16.12,6.99,48.00,0.00,1.72,120.26,48.35,53.47,0.71,0.99,0,0,0,0,0,179206.94,257.80,3169.03,2995.89,199485.59,119903.49,0.00,6047,0,0,0,0,20180612,20150612,20260430,20260525,20260119,20260120,0,600637.SH,stock,2026-06-22 22:02:22
房产销售,90,1,10110,0,5.42,4.44,20260622,2.53,1.15,-23.62,33.00,33.00,0.79,0.07,69.38,0.00,-0.61,-7.16,3.51,-6.84,-8.58,-15.52,-22.46,-14.93,-24.26,-13.27,-14.04,821.05,-499.24,8702.00,20337.00,114707.00,91683.00,11233,17291,0.00,0.00,-0.20,381800.00,0.00,462.08,9132.00,9594.57,31106.57,0.00,0.00,0,1,0,0,-2,1,5.11,7.62,4.69,60.80,0.00,1.63,5.96,49.10,25.87,0.63,0.71,0,0,0,0,0,41589.35,38.18,-2517.45,0.00,785730.92,19828.75,0.00,744,0,0,0,0,20090511,0,20260422,20250929,20241009,20250929,0,600638.SH,stock,2026-06-22 22:02:22
"房地产租赁,房地产销售",93,4,90707,0,10.41,8.51,20260622,0.49,1.49,-44.15,108.20,81.96,0.94,0.03,39.61,0.00,1.90,-1.66,0.00,-1.74,-0.31,-3.11,-7.04,-9.57,-6.14,-3.02,-5.39,410.59,-92.83,4591.00,14091.00,24676.00,20929.00,5520,9260,0.00,0.00,0.74,207800.00,0.00,71.88,755.00,2661.21,9050.23,0.00,0.00,0,1,0,0,1,0,9.62,11.61,9.39,25.00,0.00,0.67,37.43,9.89,10.18,4.14,0.72,0,0,0,0,0,29615.52,20.78,7155.67,0.00,363272.63,339124.15,0.00,221,0,20241112,0,0,20180813,20150813,20260430,20241008,20241009,20240206,0,600639.SH,stock,2026-06-22 22:02:22
"数字权益运营,数字内容及数智应用",79,2,40910,0,11.61,9.50,20260622,0.91,1.18,-46.39,85.54,85.54,1.55,0.09,119.76,0.00,1.90,0.48,-2.14,1.42,-3.41,-12.89,-16.54,-5.45,-14.41,-7.24,-8.44,98.00,-126.30,5569.00,6224.00,59440.00,39008.00,12364,24908,0.00,0.00,0.00,123400.00,0.00,28.44,274.00,6204.90,18966.38,0.00,0.00,0,1,0,0,2,2,10.64,16.50,10.28,51.80,0.00,1.32,270.31,390.44,356.07,0.17,2.15,0,0,0,0,0,24363.24,12.34,479.81,1427.11,54706.80,7621.95,0.00,1403,0,20250513,0,0,20200309,20170307,20260423,20260518,20250407,20260518,0,600640.SH,stock,2026-06-22 22:02:22
铋材料销售,85,1,80812,0,36.80,30.11,20260622,10.63,1.23,68.39,340.97,335.12,0.77,0.25,2128.56,-0.28,7.65,1.36,0.18,26.44,40.12,28.93,25.78,93.92,104.14,33.87,169.94,32499.97,11979.18,23226.00,27632.00,354705.00,312796.00,165811,218792,0.00,0.00,4.33,43883300.00,700.00,1415.36,4302.00,251703.01,834629.79,0.00,0.00,0,1,0,0,5,5,33.29,36.08,13.10,12.00,0.00,1.98,-504.33,-250.19,-257.47,0.00,4.12,0,0,0,0,0,65318.52,4388.33,-1781.97,5683.23,143692.52,13058.60,0.00,1492,0,20240219,20260124,0,20090727,0,20260430,20260609,20250407,20241129,20241128,600641.SH,stock,2026-06-22 22:02:22
煤电业务,95,4,80810,0,10.03,8.21,20260622,0.50,0.71,-54.69,453.68,453.66,0.86,0.03,126.54,0.00,1.64,-4.40,-1.85,-3.74,-4.43,-1.70,-1.38,5.58,19.15,-10.18,11.28,2695.44,-1042.71,19133.00,21049.00,150100.00,99874.00,26886,40841,0.00,0.00,0.00,673300.00,0.00,44.08,464.00,33751.13,90176.26,0.00,0.00,0,1,0,0,1,0,9.48,10.98,7.58,28.00,0.00,0.80,14.40,11.12,11.78,5.04,1.19,0,0,0,0,0,170006.85,67.33,76829.34,222.27,1705749.91,33996.94,440070.96,2579,0,0,0,0,20250918,20190625,20260427,20211215,20200203,20230725,0,600642.SH,stock,2026-06-22 22:02:22
租赁业务,69,3,90913,0,4.36,3.56,20260622,1.37,1.39,-47.29,65.64,65.52,1.03,0.06,101.93,0.00,4.04,-4.58,0.73,1.73,-0.96,-9.65,-16.93,-20.46,-25.50,-3.96,-21.52,817.45,249.24,11433.00,23986.00,109001.00,95540.00,14553,22472,0.00,0.00,-0.25,381600.00,0.00,274.05,6717.00,6630.18,22542.48,0.00,0.00,0,1,0,0,1,6,4.09,8.16,3.85,70.00,0.00,0.92,207.85,-3.28,-3.14,0.00,0.67,0,0,0,0,0,79489.54,38.16,191.10,154.02,138541.34,7055.26,0.00,747,0,20240220,0,0,20220128,20180126,20260430,20260401,20250702,20260401,0,600643.SH,stock,2026-06-22 22:02:22
电力分部,88,1,90104,0,10.03,8.21,20260622,3.33,1.16,55.06,52.92,49.26,0.99,0.13,151.34,0.00,0.33,-6.65,-2.59,-7.58,-18.52,-18.08,-23.18,-23.50,-6.15,-21.66,-40.31,775.98,-493.01,19747.00,18151.00,89641.00,87132.00,18649,29708,0.00,0.00,0.11,766900.00,0.00,19.95,204.00,22616.68,51542.24,0.00,0.00,0,1,0,0,1,2,9.63,17.70,8.82,1.00,0.00,1.55,-748.00,226.19,231.81,0.16,2.56,0,0,0,0,0,28295.55,76.69,-357.49,0.00,38907.66,35843.01,0.00,3186,0,0,0,0,20250820,20250220,20260425,20260402,20260403,20250523,0,600644.SH,stock,2026-06-22 22:02:22
检测试剂,82,1,10710,0,20.19,16.52,20260622,2.82,1.64,-46.75,84.18,84.15,0.71,0.05,144.28,0.00,-1.96,0.82,-1.89,-3.90,-9.28,-14.05,-27.61,-38.83,-28.61,-9.60,-22.29,-240.27,-2175.41,4126.00,9238.00,62060.00,82259.00,24593,43913,0.00,0.00,-0.82,365800.03,0.00,38.48,212.00,14668.28,50326.68,0.00,0.00,0,1,0,0,-1,4,18.31,32.99,17.26,50.00,0.00,1.40,86.81,75.43,78.03,0.00,2.26,0,0,0,0,0,36027.75,36.58,1714.92,3562.58,158424.45,112965.39,0.00,1935,0,20240219,0,0,20220725,20190725,20260425,20260306,20260403,20260403,0,600645.SH,stock,2026-06-22 22:02:22
"房产分部,物流贸易分部",83,3,90101,0,9.35,7.65,20260622,0.24,0.90,-17.07,115.73,96.82,1.34,0.02,28.00,0.00,0.12,-0.70,-1.38,-4.17,-6.99,-13.25,-15.57,-14.13,-15.66,-11.91,-20.77,539.08,-288.56,1978.00,2756.00,14126.00,17921.00,3556,6978,0.00,0.00,-0.12,243700.02,0.00,26.79,313.00,2571.90,7528.65,0.00,0.00,0,1,0,0,1,0,8.64,11.84,8.31,28.00,0.00,0.74,195.19,12.36,12.71,4.12,0.73,0,0,0,0,0,40759.22,24.37,1427.62,697.27,735025.46,56645.42,0.00,2498,0,0,0,0,20251027,20250421,20260430,20240126,20250407,20240125,0,600648.SH,stock,2026-06-22 22:02:22
房产业务,90,3,90904,0,3.94,3.22,20260622,0.77,1.21,-31.83,89.66,89.66,0.90,0.03,94.23,0.00,0.00,0.00,-1.10,-2.98,-4.53,-6.53,-17.70,-17.89,-19.55,-8.67,-15.17,226.11,-587.10,15808.00,36510.00,124658.00,104536.00,11579,20957,0.00,0.00,-0.56,178400.00,0.00,148.00,4077.00,6577.43,18666.81,0.00,0.00,0,1,0,0,0,3,3.61,5.78,3.46,30.00,0.00,1.00,308.48,30.99,32.85,1.12,0.43,0,0,0,0,0,117882.92,17.84,1298.15,14.85,652390.30,862164.28,0.00,525,0,20260618,0,0,20200408,20161230,20260430,20260225,20250407,20260121,0,600649.SH,stock,2026-06-22 22:02:22
车辆运营,95,0,91309,0,11.07,9.05,20260622,1.02,1.39,41.96,56.04,39.68,0.99,0.05,33.53,0.00,0.99,-0.30,-2.51,-1.17,-5.49,-21.31,-20.38,-19.37,-33.16,-11.42,-35.98,246.96,209.12,4005.00,4608.00,21771.00,20624.00,5787,11255,0.00,0.00,-0.89,250200.00,0.00,23.00,230.00,3137.23,10470.17,0.00,0.00,0,1,0,0,1,3,10.22,20.57,9.76,52.00,0.00,1.24,101.43,39.09,38.92,1.09,1.32,0,0,0,0,0,17261.21,25.02,1389.56,22.84,187986.91,4825.41,0.00,3943,0,0,0,0,20100226,0,20260430,20251216,20250606,20250728,0,600650.SH,stock,2026-06-22 22:02:22
"检验检测,汽车照明",95,1,10901,0,6.49,5.31,20260622,1.06,1.36,-15.81,144.15,144.15,0.85,0.05,70.90,0.17,-2.54,-2.96,-1.30,-6.66,-8.58,-17.85,-19.92,-13.01,-21.13,-10.30,33.41,405.14,-1584.25,14039.00,27696.00,183893.00,160384.00,23823,36703,0.00,0.00,0.68,905300.00,0.00,13.11,216.00,14754.59,39172.13,0.00,0.00,0,1,0,0,-4,10,6.01,10.20,4.08,7.00,0.00,0.94,571.20,268.79,245.90,0.00,5.72,0,0,0,0,0,89307.72,90.53,-1312.86,2634.91,135770.29,9644.06,0.00,1285,0,0,0,0,20240227,20200928,20260430,20260112,20250407,20250918,0,600651.SH,stock,2026-06-22 22:02:22
汽车销售,74,1,10904,0,1.73,1.41,20260622,1.03,1.36,18.45,30.75,30.75,1.01,0.03,43.20,0.00,0.64,-3.09,-2.41,-4.82,-7.61,-7.61,-14.13,-6.51,-16.84,-7.61,-15.51,308.79,357.81,62794.00,39888.00,258989.00,119116.00,4131,8520,0.00,0.00,-0.64,616200.00,0.00,4.52,279.00,2629.64,8155.05,0.00,0.00,0,1,0,0,1,1,1.62,2.54,1.52,15.00,0.00,1.26,-34.55,-17.14,-16.20,0.00,4.92,0,0,0,0,0,143048.56,61.62,-2277.76,0.00,22114.46,7738.72,0.00,1022,0,0,0,0,20190520,20160325,20260425,20250902,20250407,20250902,0,600653.SH,stock,2026-06-22 22:02:22
安保运营服务,77,1,10707,0,3.15,2.57,20260622,2.63,1.15,-9.85,82.59,66.51,1.11,0.09,95.80,0.00,0.35,-1.38,-1.69,-0.00,-9.75,-19.83,-31.34,-9.46,-23.87,-12.50,0.35,-1301.05,-87.38,41078.00,55162.00,320567.00,297215.00,49559,58787,0.00,0.00,0.00,511900.00,0.00,37.51,1298.00,13237.24,42579.09,0.00,0.00,0,1,0,0,1,10,2.90,4.84,2.74,1.14,0.00,1.91,72.78,155.40,113.13,0.00,4.90,0,0,0,0,0,149743.69,51.19,1480.75,1184.20,71714.88,8042.42,0.00,12105,0,0,0,0,20250714,20150123,20260429,20260429,20250407,20260429,0,600654.SH,stock,2026-06-22 22:02:22
